Protocol Description
,Protocol name: amyl-detectr048
,Result File name: \Thumb Drive\Promega\Data\CSV\enliten-col4_amyl-detectr048_12-19-2019_3-05-08 PM.csv
,Total steps: 1


Step 1,Luminescence,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics
Results
,Well,Read 1,Read 2,Read 3,Read 4,Read 5,Read 6,Read 7,Read 8,Read 9,Read 10,Read 11,Read 12,Read 13,Read 14,Read 15,Read 16,Read 17,Read 18,Read 19,Read 20,Read 21,Read 22,Read 23,Read 24,Read 25,Read 26,Read 27,Read 28,Read 29,Read 30,Read 31,Read 32,Read 33,Read 34,Read 35,Read 36,Read 37,Read 38,Read 39,Read 40,Read 41,Read 42,Read 43,Read 44,Read 45,Read 46,Read 47,Read 48,Read 49,Read 50,Read 51,Read 52,Read 53,Read 54,Read 55,Read 56,Read 57,Read 58,Read 59,Read 60,Read 61,Read 62,Read 63,Read 64,Read 65,Read 66,Read 67,Read 68,Read 69,Read 70,Read 71,Read 72,Read 73,Read 74,Read 75,Read 76,Read 77,Read 78,Read 79,Read 80,Read 81,Read 82,Read 83,Read 84,Read 85,Read 86,Read 87,Read 88,Read 89,Read 90,Read 91,Read 92,Read 93,Read 94,Read 95,Read 96,Read 97,Read 98,Read 99,Read 100,Read 101,Read 102,Read 103,Read 104,Read 105,Read 106,Read 107,Read 108,Read 109,Read 110,Read 111,Read 112,Read 113,Read 114,Read 115,Read 116,Read 117,Read 118,Read 119,Read 120,Read 121,Read 122,Read 123,Read 124,Read 125,Read 126,Read 127,Read 128,Read 129,Read 130,Read 131,Read 132,Read 133,Read 134,Read 135,Read 136,Read 137,Read 138,Read 139,Read 140,Read 141,Read 142,Read 143,Read 144,Read 145,Read 146,Read 147,Read 148,Read 149,Read 150,Read 151,Read 152,Read 153,Read 154,Read 155,Read 156,Read 157,Read 158,Read 159,Read 160,Read 161,Read 162,Read 163,Read 164,Read 165,Read 166,Read 167,Read 168,Read 169,Read 170,Read 171,Read 172,Read 173,Read 174,Read 175,Read 176,Read 177,Read 178,Read 179,Read 180,Read 181,Read 182,Read 183,Read 184,Read 185,Read 186,Read 187,Read 188,Read 189,Read 190,Read 191,Read 192,Read 193,Read 194,Read 195,Read 196,Read 197,Read 198,Read 199,Read 200,Read 201,Read 202,Read 203,Read 204,Read 205,Read 206,Read 207,Read 208,Read 209,Read 210,Read 211,Read 212,Read 213,Read 214,Read 215,Read 216,Read 217,Read 218,Read 219,Read 220,Read 221,Read 222,Read 223,Read 224,Read 225,Read 226,Read 227,Read 228,Read 229,Read 230,Read 231,Read 232,Read 233,Read 234,Read 235,Read 236,Read 237,Read 238,Read 239,Read 240
,A1,
,A2,
,A3,
,A4,2.06502E+07,2.02712E+07,2.00362E+07,1.96458E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07,5E+07
,A5,
,A6,
,A7,
